Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	SNORD16	595097	bisphenol A affects the expression of SNORD16 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD21	6083	bisphenol A affects the expression of SNORD21 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD22	9304	bisphenol A affects the expression of SNORD22 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD27	9301	bisphenol A results in decreased expression of SNORD27 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD28	9300	bisphenol A results in decreased expression of SNORD28 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SNORD30	9299	bisphenol A results in decreased expression of SNORD30 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD35A	26816	bisphenol A results in increased expression of SNORD35A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD3A	780851	bisphenol A results in increased expression of SNORD3A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD3B-2	780852	bisphenol A results in increased expression of SNORD3B-2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD42B	26808	bisphenol A results in increased expression of SNORD42B mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD44	26806	bisphenol A results in decreased expression of SNORD44 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SNORD45A	26805	bisphenol A affects the expression of SNORD45A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD50A	26799	bisphenol A results in decreased expression of SNORD50A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD50B	692088	bisphenol A results in decreased expression of SNORD50B mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD52	26797	bisphenol A results in decreased expression of SNORD52 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD53	26796	bisphenol A results in decreased expression of SNORD53 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD58A	26791	bisphenol A results in decreased expression of SNORD58A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD58C	100124516	bisphenol A results in decreased expression of SNORD58C mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD59A	26789	bisphenol A results in decreased expression of SNORD59A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD59B	692090	bisphenol A results in decreased expression of SNORD59B mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD60	26788	bisphenol A results in decreased expression of SNORD60 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD65	692106	bisphenol A affects the expression of SNORD65 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD75	692195	bisphenol A results in decreased expression of SNORD75 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD78	692198	bisphenol A results in decreased expression of SNORD78 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD80	26774	bisphenol A results in decreased expression of SNORD80 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD82	25826	bisphenol A results in decreased expression of SNORD82 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD89	692205	bisphenol A affects the expression of SNORD89 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD97	692223	bisphenol A affects the expression of SNORD97 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP200	23020	bisphenol A results in decreased methylation of SNRNP200 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNRNP25	79622	bisphenol A affects the expression of SNRNP25 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP25	79622	bisphenol A results in decreased expression of SNRNP25 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP27	11017	bisphenol A results in decreased expression of SNRNP27 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP27	11017	bisphenol A results in increased expression of SNRNP27 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP40	9410	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNRNP40 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNRNP40	9410	bisphenol A results in decreased expression of SNRNP40 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP70	6625	bisphenol A results in decreased expression of SNRNP70 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRNP70	6625	bisphenol A results in decreased expression of SNRNP70 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPA	6626	bisphenol A results in decreased expression of SNRPA mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPA1	6627	bisphenol A results in decreased expression of SNRPA1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPA1	6627	bisphenol A results in increased expression of SNRPA1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPB	6628	bisphenol A results in decreased expression of SNRPB mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPB2	6629	bisphenol A results in decreased expression of SNRPB2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPC	6631	bisphenol A affects the expression of SNRPC mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPC	6631	bisphenol A results in decreased expression of SNRPC mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPC	6631	bisphenol A results in decreased expression of SNRPC protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPD1	6632	bisphenol A results in decreased expression of SNRPD1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPD2	6633	bisphenol A affects the expression of SNRPD2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPD3	6634	bisphenol A affects the expression of SNRPD3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPD3	6634	bisphenol A results in decreased expression of SNRPD3 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SNRPD3	6634	bisphenol A results in decreased expression of SNRPD3 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPD3	6634	bisphenol A results in increased expression of SNRPD3 protein	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPE	6635	bisphenol A affects the expression of SNRPE mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPE	6635	bisphenol A results in decreased expression of SNRPE mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPE	6635	bisphenol A results in increased expression of SNRPE protein	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPE	6635	[ginger extract results in increased abundance of Oils, Volatile] inhibits the reaction [bisphenol A results in increased expression of SNRPE protein]	decreases^reaction|increases^abundance|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPEP2	414153	bisphenol A results in decreased expression of SNRPEP2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPF	6636	bisphenol A affects the expression of SNRPF mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPF	6636	bisphenol A results in decreased expression of SNRPF mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPG	6637	bisphenol A affects the expression of SNRPG mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPG	6637	bisphenol A results in decreased expression of SNRPG mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNRPN	6638	bisphenol A affects the expression of SNRPN mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNRPN	6638	bisphenol A results in decreased methylation of SNRPN gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNRPN	6638	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SNRPN mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNTB1	6641	bisphenol A affects the expression of SNTB1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNTB1	6641	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNTB1 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNTB2	6645	bisphenol A results in increased methylation of SNTB2 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNTG2	54221	[bisphenol A co-treated with Fulvestrant] affects the methylation of SNTG2 gene	affects^cotreatment|affects^methylation	1	1
bisphenol A	C006780	80-05-7	SNTG2	54221	bisphenol A results in decreased methylation of SNTG2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNUPN	10073	bisphenol A results in decreased expression of SNUPN protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNUPN	10073	bisphenol A results in decreased methylation of SNUPN gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNURF	8926	bisphenol A affects the expression of SNURF mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNURF	8926	bisphenol A results in increased expression of SNURF mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNURF	8926	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SNURF mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX10	29887	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNX10 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX10	29887	bisphenol A results in decreased methylation of SNX10 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX12	29934	bisphenol A results in increased expression of SNX12 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX16	64089	bisphenol A results in decreased expression of SNX16 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX17	9784	bisphenol A results in decreased expression of SNX17 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX18	112574	bisphenol A results in decreased expression of SNX18 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX19	399979	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNX19 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX29	92017	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNX29 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX29	92017	bisphenol A results in decreased methylation of SNX29 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX29	92017	bisphenol A results in increased expression of SNX29 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX29P1	100652781	bisphenol A results in increased expression of SNX29P1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX29P2	440352	bisphenol A results in decreased methylation of SNX29P2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX29P2	440352	bisphenol A results in increased expression of SNX29P2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX30	401548	bisphenol A results in increased expression of SNX30 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNX31	169166	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SNX31 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX31	169166	bisphenol A results in decreased methylation of SNX31 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX4	8723	bisphenol A results in decreased expression of SNX4 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SNX5	27131	bisphenol A affects the expression of SNX5 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNX5	27131	bisphenol A results in decreased expression of SNX5 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX6	58533	bisphenol A results in decreased expression of SNX6 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX8	29886	bisphenol A results in decreased expression of SNX8 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNX8	29886	bisphenol A results in decreased methylation of SNX8 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX9	51429	bisphenol A results in increased methylation of SNX9 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNX9	51429	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of SNX9 protein	affects^cotreatment|affects^expression|increases^abundance	1	1
bisphenol A	C006780	80-05-7	SOAT2	8435	bisphenol A affects the expression of SOAT2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SOBP	55084	bisphenol A results in increased expression of SOBP mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SOCS2	8835	bisphenol A results in decreased expression of SOCS2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SOCS5	9655	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SOCS5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SOCS6	9306	bisphenol A affects the expression of SOCS6 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SOD1	6647	bisphenol A affects the expression of SOD1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SOD1	6647	bisphenol A results in decreased expression of SOD1 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SOD1	6647	bisphenol A results in increased expression of SOD1 protein	increases^expression	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	bisphenol A results in decreased expression of SOD2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	bisphenol A results in decreased methylation of SOD2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	bisphenol A results in increased expression of SOD2 protein	increases^expression	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	bisphenol A results in increased methylation of SOD2 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	[ginger extract results in increased abundance of Oils, Volatile] inhibits the reaction [bisphenol A results in increased expression of SOD2 protein]	decreases^reaction|increases^abundance|increases^expression	1	1
bisphenol A	C006780	80-05-7	SOD2	6648	SOD2 polymorphism affects the susceptibility to bisphenol A	affects^response to substance	1	1
bisphenol A	C006780	80-05-7	SOD3	6649	bisphenol A results in decreased expression of SOD3 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SOD3	6649	bisphenol A results in decreased methylation of SOD3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SON	6651	bisphenol A results in decreased expression of SON protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SORBS1	10580	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SORBS1 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SORBS1	10580	bisphenol A results in decreased expression of SORBS1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SORBS1	10580	bisphenol A results in increased expression of SORBS1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SORBS2	8470	bisphenol A affects the expression of SORBS2 mRNA	affects^expression	2	1
bisphenol A	C006780	80-05-7	SORBS2	8470	bisphenol A results in decreased methylation of SORBS2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SORBS3	10174	bisphenol A affects the expression of SORBS3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SORCS1	114815	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SORCS1 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SORCS1	114815	bisphenol A results in increased methylation of SORCS1 gene	increases^methylation	1	1
